Age,Accessibility,EdLevel,Employment,Gender,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
<35,No,Undergraduate,1,Man,Dev,6,4,United States of America,120000,Go;Java;JavaScript;Python;Rust;Scala;Ansible;Docker;Homebrew;npm;Express;Node.js;AWS;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,19,1
>35,Yes,Other,1,Man,Dev,36,14,United States of America,170000,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ansible;Docker;Kubernetes;Cassandra;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,17,1
>35,No,Master,1,Woman,Dev,4,2,United States of America,125000,Go;Java;JavaScript;Python;TypeScript;Homebrew;npm;Yarn;Angular.js;FastAPI;Flask;Gatsby;jQuery;Next.js;Node.js;React.js;Firebase;Google Cloud;Heroku;DynamoDB;MongoDB;PostgreSQL;Firebase Realtime Database;Redis;SQLite,25,1
>35,No,Undergraduate,0,Man,Dev,25,10,United States of America,135000,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Angular;Django;Flask;AWS;DynamoDB;Elasticsearch;MySQL;Redis,18,1
<35,No,Undergraduate,1,Man,Dev,9,7,Sweden,127972,Elixir;Erlang;Haskell;JavaScript;PHP;SQL;Docker;Express;Node.js;Phoenix;AWS;Google Cloud;DynamoDB;MySQL;PostgreSQL,15,0
>35,No,Master,1,Man,Dev,15,10,Switzerland,134445,C;C++;Java;JavaScript;Python;Scala;TypeScript;Ansible;Docker;Kubernetes;Angular;FastAPI;Flask;React.js;Vue.js;Colocation;IBM Cloud or Watson;PostgreSQL,18,0
>35,No,Other,0,Man,Dev,25,16,Thailand,200000,Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;Rust;SQL;Next.js;React.js;Ruby on Rails;AWS;Heroku;Elasticsearch;PostgreSQL;Redis,15,0
<35,No,Master,1,Man,Dev,12,8,United States of America,126000,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Perl;Python;SQL;Ansible;Docker;Kubernetes;Terraform;Flask;AWS;Heroku;VMware;PostgreSQL;SQLite,18,1
>35,No,Other,1,Man,Dev,35,23,United States of America,205000,Bash/Shell;Go;JavaScript;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Express;Node.js;React.js;AWS;DigitalOcean;DynamoDB;PostgreSQL,17,1
>35,No,Other,1,Man,Dev,10,6,United States of America,117000,Bash/Shell;C#;JavaScript;PowerShell;SQL;ASP.NET Core ;AWS;Microsoft Azure;Microsoft SQL Server,9,1
<35,No,Undergraduate,1,Man,Dev,9,5,United States of America,140000,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Docker;Kubernetes;npm;Unity 3D;Yarn;ASP.NET;ASP.NET Core ;Express;Flask;jQuery;Node.js;React.js;Microsoft Azure;PostgreSQL,25,1
>35,No,Master,1,Man,Dev,17,13,United States of America,110000,Elixir;HTML/CSS;JavaScript;Ruby;TypeScript;Docker;Yarn;Node.js;Phoenix;React.js;Ruby on Rails;MongoDB;PostgreSQL;Redis,14,1
<35,No,Undergraduate,1,Man,Dev,14,12,Brazil,125887,Bash/Shell;Clojure;HTML/CSS;JavaScript;Scala;SQL;TypeScript;Docker;Kubernetes;npm;Express;Next.js;Node.js;React.js;AWS;DynamoDB;MongoDB;PostgreSQL,18,1
>35,No,PhD,1,Woman,Dev,20,11,Ireland,186626,C#;Java;JavaScript;TypeScript;Docker;Kubernetes;npm;React.js;Google Cloud;Microsoft Azure,10,1
>35,Yes,Other,1,Man,Dev,35,30,United States of America,170560,Bash/Shell;C;C++;Go;JavaScript;LISP;Python;SQL;Ansible;Docker;Homebrew;Kubernetes;AWS;Google Cloud;Microsoft Azure;Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,20,0
<35,Yes,Undergraduate,1,Man,Dev,19,13,Serbia,192000,HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript;Docker;Homebrew;npm;Angular.js;jQuery;Laravel;Node.js;Ruby on Rails;AWS;DigitalOcean;Heroku;MariaDB;MySQL,20,1
>35,No,Undergraduate,1,Man,Dev,13,13,United States of America,170000,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Angular.js;Flask;Vue.js;AWS;PostgreSQL,16,1
<35,No,Undergraduate,1,Man,Dev,9,4,China,120127,Dart;Java;PHP;npm;MySQL,5,0
<35,No,Undergraduate,1,Man,Dev,12,6,United States of America,120000,Bash/Shell;C;C++;Go;Python;Ansible;Docker;Terraform;Yarn;AWS,10,0
>35,No,Undergraduate,1,Man,Dev,25,20,United States of America,120000,Bash/Shell;HTML/CSS;JavaScript;PowerShell;SQL;npm;Yarn;Angular;Express;Node.js;Vue.js;MariaDB;MongoDB,13,1
<35,No,Undergraduate,1,Man,Dev,9,4,United States of America,200000,Bash/Shell;Python;Rust;Docker;Homebrew;Kubernetes;npm;Microsoft Azure;Redis;SQLite,10,1
>35,No,Undergraduate,1,Man,Dev,20,20,United States of America,150000,Bash/Shell;C;Lua;Perl;Python;Rust;SQL;TypeScript;Docker;npm;Puppet;Flask;Node.js;AWS;Google Cloud;Neo4j;PostgreSQL;SQLite,18,1
<35,No,Other,1,Man,Dev,12,6,Israel,143484,Bash/Shell;C;C++;Go;JavaScript;Python;SQL;Docker;Homebrew;AWS;PostgreSQL,11,0
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,170000,C++;Python;Ansible;Docker;Kubernetes;AWS,6,0
<35,Yes,Undergraduate,1,Man,Dev,10,7,United States of America,141400,C#;JavaScript;Python;R;SQL;Docker;AWS;DynamoDB;Elasticsearch;MySQL;Redis,11,0
>35,No,Undergraduate,1,Man,Dev,23,21,Canada,109318,Bash/Shell;HTML/CSS;JavaScript;PHP;Ruby;TypeScript;Docker;Homebrew;npm;Terraform;Yarn;jQuery;Laravel;Node.js;Ruby on Rails;Vue.js;AWS;DigitalOcean;DynamoDB;MySQL;PostgreSQL;Redis,22,1
<35,No,Undergraduate,1,Man,Dev,5,3,Israel,140496,Bash/Shell;Go;Java;Python;Scala;SQL;Docker;Homebrew;Kubernetes;Terraform;Node.js;Play Framework;Google Cloud;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,18,1
>35,No,Undergraduate,1,Man,Dev,25,21,United States of America,200000,Assembly;Bash/Shell;C;C++;Go;Groovy;HTML/CSS;JavaScript;Perl;PHP;PowerShell;Python;Ansible;Docker;Homebrew;npm;Yarn;Gatsby;AWS;Managed Hosting;OpenStack;MariaDB;MySQL;PostgreSQL;SQLite,25,1
<35,No,Undergraduate,1,Man,Dev,8,7,United States of America,165000,Bash/Shell;HTML/CSS;Java;Python;SQL;Docker;Kubernetes;OpenStack;Elasticsearch;PostgreSQL,10,0
>35,No,Undergraduate,1,Man,Dev,17,11,United States of America,130000,HTML/CSS;Java;JavaScript;npm;Yarn;React.js;SQLite,7,1
<35,No,Undergraduate,1,Man,NotDev,20,11,United States of America,160000,C#;HTML/CSS;JavaScript;SQL;VBA;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server,9,0
>35,No,NoHigherEd,0,Man,Dev,33,29,United States of America,132000,C#;HTML/CSS;JavaScript;SQL;TypeScript;npm;ASP.NET Core ;Blazor;Microsoft Azure;VMware;Microsoft SQL Server,11,1
<35,No,Undergraduate,0,Man,Dev,20,14,Poland,115625,Clojure;Ansible;Docker;AWS;Elasticsearch,5,0
<35,No,Other,1,Woman,Dev,6,6,Portugal,162000,Bash/Shell;Go;HTML/CSS;JavaScript;Python;TypeScript;Homebrew;npm;Terraform;Yarn;Django;Express;Flask;Gatsby;Node.js;Nuxt.js;React.js;Vue.js;AWS;DigitalOcean;Linode;Elasticsearch;PostgreSQL;Redis;SQLite,25,1
>35,No,Master,1,Man,Dev,25,25,United States of America,180000,C#;HTML/CSS;Python;SQL;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,7,0
>35,No,Undergraduate,1,Man,Dev,10,9,Canada,117126,C;C#;C++;HTML/CSS;Java;Objective-C;Python;SQL;VBA;Unity 3D;AWS;Microsoft Azure;Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,20,1
>35,No,Master,0,Man,Dev,21,15,Italy,113042,Kotlin;Python;TypeScript;Docker;Angular;AWS;Heroku;MongoDB;PostgreSQL;Redis,10,0
>35,No,PhD,1,Man,NotDev,5,3,United States of America,135000,Groovy;Python,2,0
>35,No,Master,1,Man,Dev,28,21,United States of America,105000,HTML/CSS;JavaScript;Lua;PHP;Python;R;SQL;TypeScript;Docker;npm;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Linode;Elasticsearch;MariaDB;MySQL;Redis,21,1
>35,No,Other,1,Man,Dev,21,20,United States of America,185000,Bash/Shell;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Yarn;Django;Flask;jQuery;Next.js;Node.js;Play Framework;React.js;Ruby on Rails;AWS;Google Cloud;Heroku;Managed Hosting;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,33,1
>35,No,Undergraduate,1,Man,Dev,36,29,United Kingdom of Great Britain and Northern Ireland,125639,Bash/Shell;C#;Delphi;HTML/CSS;JavaScript;Perl;PHP;PowerShell;SQL;Docker;Kubernetes;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Microsoft Azure;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,23,1
>35,No,Undergraduate,1,Man,Dev,23,19,United States of America,165000,Bash/Shell;Java;Kotlin;Ruby;Docker;AWS;MongoDB;Redis,8,1
<35,No,Master,1,Man,Dev,7,5,United States of America,220000,Go;HTML/CSS;JavaScript;TypeScript;npm;Yarn;Node.js;React.js;AWS;Google Cloud;MongoDB,11,1
>35,No,PhD,1,Man,Dev,15,12,United States of America,140000,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;AWS;PostgreSQL,7,0
>35,No,Other,1,Man,NotDev,10,6,Israel,143484,Bash/Shell;Groovy;Python;SQL;Ansible;Docker;Kubernetes;Puppet;Flask;AWS;Elasticsearch;MongoDB;MySQL;Redis;SQLite,15,1
<35,No,Master,1,Man,NotDev,12,9,Canada,148360,R;Docker;AWS;Microsoft SQL Server,4,0
>35,No,Master,1,Man,Dev,11,8,United States of America,197000,Bash/Shell;Go;Java;Python;Rust;Docker;Kubernetes;Terraform;AWS,9,0
>35,No,NoHigherEd,1,Man,Dev,35,35,Netherlands,127972,Assembly;Bash/Shell;C;C++;Delphi;Erlang;Fortran;Go;Haskell;Objective-C;Perl;PHP;Python;Rust;Ansible,15,0
>35,No,Undergraduate,1,Man,Dev,16,14,United States of America,115000,C#;JavaScript;SQL;TypeScript;npm;Yarn;ASP.NET;ASP.NET Core ;Blazor;React.js;Microsoft SQL Server;Redis,12,1
<35,No,Undergraduate,1,Man,Dev,13,10,United States of America,170000,Bash/Shell;Java;JavaScript;Lua;Python;SQL;Docker;Homebrew;Kubernetes;Yarn;Django;Flask;jQuery;Node.js;React.js;AWS;DigitalOcean;Google Cloud;Heroku;Microsoft Azure;Cassandra;Elasticsearch;MySQL,23,1
>35,No,PhD,1,Man,Dev,35,23,United States of America,200000,Bash/Shell;C++;MATLAB;Python;SQLite,5,0
<35,No,Undergraduate,1,Man,Dev,15,15,United States of America,147000,Bash/Shell;Go;Haskell;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Express;Gatsby;jQuery;Laravel;Next.js;Node.js;Nuxt.js;Symfony;Vue.js;AWS;Microsoft Azure;Elasticsearch;MariaDB;MySQL;Neo4j;Redis;SQLite,32,1
<35,No,Other,1,Man,Dev,10,4,Mexico,160000,HTML/CSS,1,0
<35,No,Other,1,Man,Dev,4,3,United States of America,200000,C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;SQL;Swift;Homebrew;Unity 3D;Angular;Angular.js;Heroku;Elasticsearch;SQLite,18,1
>35,No,Undergraduate,1,Man,Dev,40,36,United States of America,200000,Bash/Shell;C;HTML/CSS;JavaScript;Perl;PHP;Ruby;SQL;Ansible;Homebrew;npm;jQuery;Node.js;Ruby on Rails;DigitalOcean;PostgreSQL;Redis,17,1
>35,No,Undergraduate,1,Man,Dev,36,22,United States of America,199999,Bash/Shell;C#;HTML/CSS;JavaScript;Objective-C;Ruby;SQL;npm;ASP.NET;jQuery;Node.js;React.js;Ruby on Rails;AWS;Microsoft SQL Server;MySQL,16,1
<35,No,Undergraduate,1,Man,Dev,15,11,United States of America,165000,C#;JavaScript;PowerShell;Python;TypeScript;Docker;npm;Terraform;Angular;Angular.js;ASP.NET;ASP.NET Core ;Node.js;AWS;Microsoft Azure;DynamoDB;MongoDB;PostgreSQL,18,1
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,103700,C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;ASP.NET;ASP.NET Core ;jQuery;IBM DB2;Microsoft SQL Server;MySQL;SQLite,13,1
>35,No,Undergraduate,1,Man,Dev,10,6,United States of America,103000,C#;Java;JavaScript;Kotlin;PowerShell;TypeScript;Angular;ASP.NET;Blazor;Google Cloud;Microsoft Azure;Microsoft SQL Server;PostgreSQL,13,1
<35,No,Undergraduate,1,Man,Dev,12,10,United States of America,180000,Bash/Shell;Go;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;Terraform;Express;Node.js;React.js;AWS;Cassandra;Elasticsearch;MongoDB;PostgreSQL;Redis,18,1
>35,No,Other,1,Man,Dev,30,9,United States of America,120000,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Perl;Python;Ruby;Rust;SQL;TypeScript;Docker;Homebrew;npm;Unity 3D;Yarn;Express;Gatsby;Next.js;React.js;Ruby on Rails;Vue.js;AWS;DigitalOcean;Google Cloud;Heroku;Microsoft SQL Server;PostgreSQL;SQLite,29,1
>35,No,Master,1,Man,Dev,26,17,Switzerland,145821,Java;Docker;AWS;PostgreSQL,4,0
>35,No,Other,1,Man,Dev,20,15,United States of America,175000,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript;Docker;Homebrew;npm;Express;Node.js;React.js;Ruby on Rails;Google Cloud;Microsoft Azure;Cloud Firestore;PostgreSQL;Redis,20,1
>35,No,Other,1,Man,Dev,29,22,Canada,117126,Assembly;Bash/Shell;C;C++;F#;Go;Haskell;Java;JavaScript;Kotlin;Lua;Rust;Scala;Docker;Unreal Engine;AWS;Google Cloud;Elasticsearch;PostgreSQL;Redis;SQLite,21,1
>35,No,Master,1,Man,Dev,12,10,United States of America,195000,Go;HTML/CSS;Java;Kotlin;Lua;Ruby;SQL;Docker;Homebrew;Kubernetes;jQuery;Play Framework;Ruby on Rails;AWS;Heroku;VMware;DynamoDB;MySQL;PostgreSQL;Redis,20,0
<35,No,Master,1,Man,Dev,10,6,United States of America,180000,Bash/Shell;Go;Python;SQL;Docker;Kubernetes;Terraform;AWS;Cassandra;Elasticsearch;MongoDB;PostgreSQL;SQLite,13,1
>35,No,Other,1,Man,Dev,19,13,United States of America,200000,Bash/Shell;HTML/CSS;JavaScript;Ruby;SQL;Docker;Homebrew;npm;Yarn;Angular;Express;Next.js;Node.js;React.js;Ruby on Rails;Vue.js;AWS;DigitalOcean;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,24,1
<35,No,Undergraduate,1,Man,Dev,7,3,United States of America,125000,C++;Groovy;Python;Ansible;Docker;Unity 3D,6,0
>35,No,Master,1,Man,NotDev,43,41,United States of America,195000,Bash/Shell;C#;F#;Go;JavaScript;PHP;Python;Ruby;SQL;Ansible;Docker;Kubernetes;ASP.NET Core ;Express;Flask;Node.js;React.js;Ruby on Rails;AWS;IBM Cloud or Watson;Microsoft Azure;Couchbase;CouchDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,29,1
<35,No,Undergraduate,1,Man,Dev,8,7,United States of America,130000,Bash/Shell;JavaScript;Python;SQL;VBA;Microsoft SQL Server;PostgreSQL,7,0
<35,No,Undergraduate,1,Man,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,150768,Bash/Shell;Go;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;FastAPI;Laravel;Node.js;AWS;Google Cloud;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Firebase Realtime Database;Redis,21,1
<35,No,Undergraduate,1,Man,Dev,10,6,United States of America,130000,C#;JavaScript;Rust;SQL;TypeScript;Docker;Kubernetes;npm;Yarn;Angular;ASP.NET Core ;Blazor;React.js;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,20,1
<35,No,Undergraduate,1,Man,Dev,15,7,United Kingdom of Great Britain and Northern Ireland,135690,Assembly;C++;Go;HTML/CSS;JavaScript;Python;Rust;Docker;Kubernetes;Flask;AWS;DigitalOcean;Google Cloud;Microsoft Azure;MySQL;PostgreSQL,16,0
>35,No,PhD,1,Woman,Dev,25,21,Austria,106644,Bash/Shell;Java;JavaScript;PowerShell;Docker;Kubernetes;Terraform;AWS;Google Cloud;Managed Hosting;MySQL;Oracle,12,0
>35,No,Master,1,Man,Dev,30,22,Switzerland,155129,Assembly;Bash/Shell;C;C++;Java;JavaScript;Python;SQL;Swift;TypeScript;VBA;Ansible;Docker;npm;Yarn;Node.js;React.js;Microsoft Azure;IBM DB2;MySQL;Oracle;PostgreSQL;SQLite,23,1
>35,No,PhD,1,Man,Dev,45,36,United States of America,125000,C;C++;HTML/CSS;PHP;SQL;AWS;Google Cloud;PostgreSQL,8,0
>35,No,Other,0,Man,Dev,35,32,Sweden,152368,Bash/Shell;HTML/CSS;Java;JavaScript;SQL;TypeScript;Kubernetes;npm;React.js;Microsoft Azure;VMware;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle,16,1
<35,No,Undergraduate,1,Man,Dev,9,4,United States of America,105000,JavaScript;Python;TypeScript;Yarn;Django;Flask;React.js;Google Cloud;PostgreSQL;SQLite,10,0
<35,No,Undergraduate,1,Man,Dev,10,6,United States of America,200000,HTML/CSS;JavaScript;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Express;Gatsby;Node.js;React.js;AWS;PostgreSQL;SQLite,17,1
>35,No,Undergraduate,0,Man,Dev,23,23,United States of America,125000,Bash/Shell;Dart;HTML/CSS;JavaScript;Docker;Homebrew;npm;Node.js;AWS;Firebase;PostgreSQL;Redis,12,1
>35,No,Undergraduate,1,Man,Dev,22,15,United States of America,150000,HTML/CSS;Java;JavaScript;Rust;Scala;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;jQuery;Node.js;React.js;Vue.js;AWS;Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,24,1
<35,No,Undergraduate,1,Man,Dev,15,6,Switzerland,108590,C;Go;Ansible;Docker;Kubernetes;Cassandra;Elasticsearch;MySQL;PostgreSQL,9,0
>35,No,Master,0,Man,Dev,26,22,Netherlands,118374,Go;JavaScript;Rust;SQL;TypeScript;Docker;Terraform;Yarn;Deno;Node.js;React.js;Svelte;PostgreSQL,13,0
>35,No,Master,1,Man,Dev,15,6,United States of America,130000,C#;JavaScript;PowerShell;Python;SQL;TypeScript;Ansible;Docker;npm;Angular;ASP.NET Core ;Express;Node.js;Svelte;AWS;Google Cloud;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis,20,1
<35,No,Undergraduate,1,Man,Dev,7,3,United States of America,120000,C#;JavaScript;SQL;TypeScript;Docker;npm;Angular.js;ASP.NET;ASP.NET Core ;Express;Node.js;React.js;Heroku;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL,17,1
<35,No,Undergraduate,1,Woman,Dev,8,8,United States of America,220000,Go;JavaScript;Ruby;Docker;AWS;Google Cloud;Elasticsearch;MySQL;Redis,9,0
>35,No,Undergraduate,1,Man,Dev,27,27,United Kingdom of Great Britain and Northern Ireland,113075,C#;JavaScript;SQL;AWS;Google Cloud;Microsoft Azure;Microsoft SQL Server;Redis,8,0
<35,No,Undergraduate,1,Man,Dev,8,4,United States of America,109000,Bash/Shell;HTML/CSS;Java;JavaScript;Lua;Perl;PowerShell;SQL;TypeScript;Docker;npm;Express;Node.js;React.js;AWS;DigitalOcean;MySQL;PostgreSQL;Redis,19,1
>35,No,Master,1,Man,NotDev,43,32,United States of America,180000,Bash/Shell;C#;Groovy;JavaScript;Python;Docker;Homebrew;npm;Terraform;Node.js;React.js;AWS;DynamoDB;MySQL,14,1
<35,No,Undergraduate,1,Man,Dev,11,7,United States of America,105000,C#;Java;Microsoft Azure;Microsoft SQL Server,4,1
>35,No,Other,1,Man,Dev,37,27,United Kingdom of Great Britain and Northern Ireland,141350,C#;HTML/CSS;JavaScript;SQL;ASP.NET;jQuery;Microsoft SQL Server;PostgreSQL,8,1
>35,No,Master,1,Woman,Dev,5,3,United States of America,124500,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript;Docker;npm;Node.js;React.js;Ruby on Rails;Vue.js;AWS;PostgreSQL,14,1
<35,No,Undergraduate,1,Man,Dev,11,7,United States of America,130000,Bash/Shell;Elixir;HTML/CSS;JavaScript;SQL;Docker;Homebrew;npm;Phoenix;React.js;AWS;PostgreSQL,12,0
>35,No,Master,1,NonBinary,Dev,14,8,United States of America,145000,Bash/Shell;Java;JavaScript;Python;Rust;TypeScript;Docker;Angular.js;Express;Node.js;React.js;AWS;DigitalOcean;PostgreSQL,14,1
>35,No,Undergraduate,1,Man,Dev,11,9,United States of America,146000,Bash/Shell;Clojure;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;npm;Terraform;Yarn;Express;Node.js;Nuxt.js;React.js;Vue.js;AWS;MySQL;PostgreSQL;SQLite,21,1
>35,No,Undergraduate,1,Man,Dev,25,8,United States of America,105000,C;HTML/CSS;JavaScript;Perl;PHP;SQL;TypeScript;Ansible;Docker;Homebrew;npm;Angular;Symfony;AWS;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,19,0
<35,No,Undergraduate,1,Man,Dev,22,6,United States of America,200000,Bash/Shell;C#;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Unity 3D;Yarn;Node.js;React.js;Ruby on Rails;AWS;Colocation;MariaDB;MySQL,20,1
>35,No,Other,1,Man,Dev,12,12,United States of America,158000,C#;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;Angular;ASP.NET Core ;Flask;Node.js;React.js;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,22,1
>35,No,Undergraduate,1,Man,Dev,23,23,United States of America,165000,Bash/Shell;C#;F#;Go;Groovy;HTML/CSS;JavaScript;Kotlin;Objective-C;Perl;PHP;PowerShell;Python;Ruby;SQL;TypeScript;VBA;Ansible;Chef;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Blazor;Express;Flask;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React.js;Ruby on Rails;Vue.js;AWS;Google Cloud;Heroku;Microsoft Azure;OpenStack;VMware;Cassandra;CouchDB;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,57,1
<35,No,Undergraduate,1,Man,Dev,12,10,United States of America,145000,C#;PowerShell;Docker;Microsoft Azure;Redis,5,0
>35,No,Other,0,Man,Dev,35,30,Switzerland,186155,Bash/Shell;JavaScript;Python;SAS;SQL;Docker;Kubernetes;Terraform;Django;Flask;AWS;DigitalOcean;Google Cloud;Managed Hosting;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,22,1
<35,No,Undergraduate,1,Man,Dev,16,11,United States of America,200000,Bash/Shell;Clojure;HTML/CSS;JavaScript;Python;SQL;Docker;Kubernetes;Terraform;Vue.js;AWS;PostgreSQL,12,0
<35,No,Undergraduate,1,Man,Dev,15,12,Sweden,132621,C#;JavaScript;PowerShell;TypeScript;Docker;Kubernetes;Unreal Engine;ASP.NET Core ;Blazor;React.js;Microsoft Azure;Elasticsearch;Oracle,13,0
>35,No,NoHigherEd,1,Man,NotDev,15,15,United Kingdom of Great Britain and Northern Ireland,107202,Ruby;Ruby on Rails;AWS;Heroku;MySQL;PostgreSQL,6,0
<35,No,Undergraduate,1,Man,Dev,12,7,United States of America,127000,Bash/Shell;Elixir;HTML/CSS;JavaScript;SQL;Homebrew;npm;Phoenix;React.js;AWS;PostgreSQL,11,0
<35,No,Undergraduate,1,Man,Dev,15,7,United States of America,116000,HTML/CSS;JavaScript;TypeScript;npm;Angular,5,0
>35,No,Other,0,Man,Dev,44,36,Germany,159950,C;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL;jQuery;AWS;MariaDB;Microsoft SQL Server;MySQL;Oracle,13,1
<35,No,Master,1,Man,Dev,17,12,United States of America,170000,Bash/Shell;Go;Groovy;Java;Python;SQL;Docker;Homebrew;Kubernetes;AWS;Google Cloud;Cassandra;PostgreSQL;Redis,14,0
>35,No,Undergraduate,0,Man,Dev,35,23,United Kingdom of Great Britain and Northern Ireland,200000,HTML/CSS;Ruby;Homebrew;npm;Yarn;Ruby on Rails;Heroku;Microsoft Azure;PostgreSQL;Redis,10,0
<35,Yes,Undergraduate,1,Man,Dev,10,8,United States of America,147400,Bash/Shell;Clojure;SQL;Docker;Homebrew;Terraform;Yarn;React.js;AWS;PostgreSQL,10,0
>35,No,Undergraduate,1,Man,Dev,17,13,Canada,101509,C#;Java;Python;SQL;Docker;AWS;DynamoDB;MySQL,8,0
<35,No,Master,1,Man,Dev,10,1,United States of America,160000,HTML/CSS;Java;Python;TypeScript;Ansible;Docker;Kubernetes;npm;Yarn;Next.js;React.js;AWS;OpenStack;PostgreSQL,14,1
<35,No,Undergraduate,1,Man,Dev,9,8,United States of America,150000,Bash/Shell;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Gatsby;jQuery;Next.js;Node.js;React.js;Svelte;AWS;DigitalOcean;Google Cloud;Heroku;Microsoft Azure;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,32,1
>35,No,Undergraduate,1,Man,Dev,15,10,United States of America,158000,Java;Kotlin;Python;Docker;SQLite,5,0
<35,No,Undergraduate,1,Man,Dev,16,10,United States of America,145000,Bash/Shell;C;Crystal;Elixir;Go;HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript;Ansible;Docker;Homebrew;npm;Yarn;Phoenix;React.js;Symfony;AWS;DigitalOcean;Elasticsearch;MySQL;PostgreSQL;Redis,25,1
<35,No,Undergraduate,1,Man,Dev,18,9,Andorra,149301,HTML/CSS;JavaScript;TypeScript;npm;Yarn;Next.js;Node.js;React.js,8,1
<35,No,Undergraduate,1,Man,Dev,12,9,United Kingdom of Great Britain and Northern Ireland,119357,Elixir;HTML/CSS;JavaScript;Ruby;SQL;Swift;TypeScript;Docker;Homebrew;npm;Yarn;Deno;Django;Express;Fastify;Gatsby;Next.js;Node.js;Phoenix;React.js;Ruby on Rails;AWS;DigitalOcean;PostgreSQL,24,1
